"rk","player","pos","age","tm","g","gs","mp","fg","fga","fg_percent","x3p","x3pa","x3p_percent","x2p","x2pa","x2p_percent","ft","fta","ft_percent","orb","drb","trb","ast","stl","blk","tov","pf","pts","x","o_rtg","d_rtg"
"98","Brandon Clarke","PF","24","MEM","42","16","1075","9.0","17.2",".522","0.8","2.7",".317","8.1","14.5",".560","2.7","4.0",".685","2.8","7.3","10.2","3.2","2.0","1.6","1.1","2.8","21.5",NA,"120","109"
"99","Jordan Clarkson","SG","28","UTA","51","0","1296","11.9","28.3",".422","5.8","16.6",".349","6.2","11.8",".524","3.2","3.3",".955","1.5","6.0","7.5","4.1","1.7","0.3","3.3","2.9","32.9",NA,"109","110"
"100","Nicolas Claxton","C","21","BRK","20","0","358","8.4","14.3",".585","0.1","0.5",".250","8.2","13.8",".598","2.6","5.3",".487","4.0","8.5","12.5","2.7","1.8","3.5","1.6","5.4","19.4",NA,"121","109"
"101","Amir Coffey","SG","23","LAC","35","0","276","6.5","13.5",".480","3.6","8.1",".444","2.9","5.4",".533","1.6","3.0",".529","1.1","3.9","5.0","2.7","1.3","0.0","2.0","2.3","18.1",NA,"115","115"
"102","John Collins","PF","23","ATL","47","47","1422","11.5","21.2",".545","2.1","5.5",".380","9.5","15.7",".603","4.5","5.3",".838","3.4","9.2","12.6","2.3","0.9","1.7","2.0","5.3","29.6",NA,"125","113"
"103","Mike Conley","PG","33","UTA","42","42","1246","9.3","20.7",".449","4.5","10.9",".411","4.8","9.8",".492","3.7","4.4",".848","1.2","4.4","5.6","8.9","2.2","0.2","3.1","3.2","26.8",NA,"122","110"
"104","Pat Connaughton","SG","28","MIL","49","2","1135","4.9","11.1",".437","2.8","7.4",".376","2.1","3.7",".556","1.0","1.4",".735","2.1","7.7","9.8","2.7","1.5","0.7","0.9","3.1","13.5",NA,"123","112"
"105","Quinn Cook","PG","27","TOT","23","0","157","9.0","21.2",".426","3.4","8.1",".423","5.6","13.1",".429","2.2","2.5",".875","0.6","4.7","5.3","5.6","1.2","0.3","2.2","3.1","23.7",NA,"107","113"
"105","Quinn Cook","PG","27","LAL","16","0","62","9.4","20.3",".462","3.9","10.2",".385","5.5","10.2",".538","3.1","3.9",".800","0.0","3.9","3.9","3.9","0.8","0.8","2.3","1.6","25.8",NA,"111","110"
"105","Quinn Cook","PG","27","CLE","7","0","95","8.8","21.8",".405","3.1","6.7",".462","5.7","15.0",".379","1.6","1.6","1.000","1.0","5.2","6.2","6.7","1.6","0.0","2.1","4.1","22.3",NA,"105","115"
"106","Tyler Cook","SF-PF","23","TOT","15","0","164","6.0","9.9",".606","0.0","0.0","","6.0","9.9",".606","1.8","3.6",".500","3.3","6.6","9.9","2.4","1.2","0.0","2.7","5.4","13.8",NA,"109","115"
"106","Tyler Cook","PF","23","BRK","4","0","17","2.8","8.5",".333","0.0","0.0","","2.8","8.5",".333","0.0","0.0","","2.8","2.8","5.7","5.7","0.0","0.0","2.8","5.7","5.7",NA,"88","120"
"106","Tyler Cook","SF","23","DET","11","0","147","6.4","10.0",".633","0.0","0.0","","6.4","10.0",".633","2.0","4.0",".500","3.3","7.0","10.4","2.0","1.3","0.0","2.7","5.4","14.7",NA,"111","114"
"107","DeMarcus Cousins","C","30","TOT","27","11","519","7.6","19.8",".384","3.7","10.7",".342","3.9","9.1",".434","4.1","5.8",".714","2.9","15.1","18.1","5.7","2.0","1.7","3.9","7.2","23.0",NA,"101","106"
"107","DeMarcus Cousins","C","30","HOU","25","11","506","7.4","19.7",".376","3.7","10.9",".336","3.8","8.8",".426","4.1","5.5",".746","2.8","15.1","17.9","5.6","2.0","1.7","3.7","7.0","22.6",NA,"102","106"
"107","DeMarcus Cousins","C-F","30","LAC","2","0","13","15.2","22.9",".667","3.8","3.8","1.000","11.4","19.0",".600","3.8","15.2",".250","7.6","15.2","22.9","7.6","3.8","0.0","15.2","15.2","38.1",NA,"92","103"
"108","Robert Covington","PF","30","POR","49","49","1581","4.8","11.6",".416","3.2","8.3",".392","1.6","3.4",".477","1.0","1.3",".805","1.3","9.0","10.2","2.5","2.4","1.9","1.6","4.2","14.0",NA,"113","113"
"109","Torrey Craig","SF","30","TOT","29","0","377","5.9","12.6",".465","2.0","5.4",".381","3.8","7.3",".526","0.5","1.0",".500","3.2","7.8","11.0","3.3","2.3","1.5","1.3","5.7","14.3",NA,"117","108"
"109","Torrey Craig","SF","30","MIL","18","0","201","4.2","10.8",".391","1.9","5.2",".364","2.3","5.6",".417","0.2","0.5",".500","3.0","7.0","10.1","3.7","2.1","1.6","1.2","5.6","10.5",NA,"113","109"
"109","Torrey Craig","SF","30","PHO","11","0","176","7.9","14.9",".528","2.2","5.6",".400","5.6","9.3",".606","0.8","1.7",".500","3.4","8.7","12.1","2.8","2.5","1.4","1.4","5.9","18.8",NA,"121","106"
"110","Jae Crowder","PF","30","PHO","48","33","1345","5.8","14.4",".402","4.2","11.0",".378","1.7","3.5",".479","1.8","2.3",".790","0.8","8.0","8.8","3.8","1.5","0.7","1.7","3.3","17.6",NA,"112","109"
"111","Jarrett Culver","SG","21","MIN","30","7","469","6.6","15.8",".414","1.1","4.5",".244","5.4","11.3",".482","2.8","4.6",".609","3.4","6.8","10.2","2.0","1.6","0.9","2.6","5.8","17.1",NA,"96","116"
"112","Seth Curry","SG","30","PHI","41","41","1194","7.3","16.3",".447","3.3","8.0",".412","4.0","8.3",".481","2.4","2.6",".894","0.3","3.2","3.5","4.6","1.4","0.3","2.2","2.7","20.2",NA,"113","112"
"113","Stephen Curry","PG","32","GSW","44","44","1492","13.6","28.3",".479","6.5","15.9",".408","7.1","12.4",".571","7.5","8.1",".922","0.8","6.8","7.6","8.3","1.8","0.1","4.3","2.4","41.1",NA,"119","112"
"114","Nate Darling","SG","22","CHO","5","0","18","5.4","18.8",".286","5.4","18.8",".286","0.0","0.0","","0.0","0.0","","2.7","0.0","2.7","2.7","0.0","0.0","0.0","0.0","16.1",NA,"103","122"
"115","Anthony Davis","PF","27","LAL","23","23","755","13.1","24.6",".533","1.1","3.7",".293","12.0","20.9",".575","6.0","8.4",".715","3.0","9.4","12.4","4.5","2.0","2.6","2.9","2.7","33.3",NA,"116","102"
"116","Ed Davis","C","31","MIN","19","7","264","3.2","7.7",".419","0.0","0.0","","3.2","7.7",".419","1.3","1.4",".875","6.8","10.6","17.4","3.4","1.8","1.8","1.1","8.8","7.7",NA,"124","112"
"117","Terence Davis","SG","23","TOT","41","4","629","8.4","20.3",".415","4.4","12.3",".360","4.0","8.0",".500","1.6","1.9",".840","0.8","5.6","6.4","3.6","1.7","0.8","2.8","4.4","22.9",NA,"101","115"
"117","Terence Davis","SG","23","TOR","34","4","493","8.5","20.5",".414","4.3","11.9",".361","4.2","8.6",".489","1.6","1.8",".889","0.9","5.6","6.5","3.6","1.7","0.7","2.8","4.7","22.9",NA,"101","114"
"117","Terence Davis","SG","23","SAC","7","0","136","8.1","19.4",".418","4.9","13.8",".359","3.2","5.6",".563","1.8","2.5",".714","0.4","5.6","6.0","3.5","1.8","1.1","2.8","3.5","23.0",NA,"103","118"
"118","Matthew Dellavedova","PG","30","CLE","4","0","70","2.1","12.7",".167","0.7","4.9",".143","1.4","7.7",".182","1.4","1.4","1.000","2.8","4.2","7.0","15.5","0.7","0.0","0.0","3.5","6.3",NA,"107","118"
"119","DeMar DeRozan","PF","31","SAS","43","43","1462","10.2","20.8",".493","0.6","2.1",".290","9.6","18.7",".515","8.8","9.9",".880","1.0","5.2","6.2","10.1","1.4","0.4","2.8","2.8","29.8",NA,"122","114"
"120","Mamadi Diakite","PF","24","MIL","8","0","80","5.9","13.5",".435","0.6","3.5",".167","5.3","10.0",".529","3.5","3.5","1.000","2.9","9.4","12.4","2.9","1.2","2.4","1.2","4.7","15.9",NA,"118","109"
"121","Hamidou Diallo","SG-SF","22","TOT","39","5","915","9.2","18.6",".494","1.0","2.8",".352","8.2","15.8",".520","5.2","8.0",".651","2.4","8.0","10.5","4.7","1.9","0.9","3.0","5.3","24.6",NA,"108","111"
"121","Hamidou Diallo","SG","22","OKC","32","5","761","9.0","18.7",".481","0.8","2.6",".293","8.2","16.1",".512","5.2","8.3",".629","2.3","8.1","10.4","4.8","2.0","0.8","3.1","5.2","24.0",NA,"106","111"
"121","Hamidou Diallo","SF","22","DET","7","0","154","10.2","18.2",".561","2.2","4.1",".538","8.0","14.0",".568","5.1","6.4",".800","2.9","8.0","10.9","3.8","1.6","1.6","2.9","5.4","27.8",NA,"123","111"
"122","Gorgui Dieng","C","31","TOT","25","1","395","7.0","13.9",".504","2.9","6.3",".462","4.1","7.6",".540","5.1","5.9",".857","3.4","8.7","12.1","3.5","2.3","1.7","2.9","5.2","22.0",NA,"124","107"
"122","Gorgui Dieng","C","31","MEM","22","1","371","7.2","13.9",".519","3.0","6.2",".479","4.2","7.7",".550","4.9","5.5",".884","3.6","9.0","12.6","3.7","2.2","1.8","2.8","4.9","22.3",NA,"128","107"
"122","Gorgui Dieng","C","31","SAS","3","0","24","4.0","14.1",".286","2.0","8.1",".250","2.0","6.1",".333","8.1","12.1",".667","0.0","4.0","4.0","0.0","4.0","0.0","4.0","10.1","18.2",NA,"80","109"
"123","Spencer Dinwiddie","SG","27","BRK","3","3","64","4.5","12.1",".375","1.5","5.3",".286","3.0","6.8",".444","4.5","4.5","1.000","0.0","9.8","9.8","6.8","1.5","0.8","3.8","3.0","15.1",NA,"103","112"
"124","Donte DiVincenzo","SG","24","MIL","50","50","1378","6.7","16.1",".419","3.5","8.9",".391","3.2","7.1",".455","1.3","1.8",".722","2.2","7.3","9.5","5.3","2.1","0.3","2.4","2.8","18.3",NA,"111","111"
"125","Luka Dončić","PG","21","DAL","46","46","1613","14.3","29.6",".483","4.2","11.5",".370","10.1","18.1",".556","7.2","9.8",".730","1.1","10.4","11.5","12.2","1.3","0.9","6.1","3.1","40.0",NA,"114","110"
"126","Luguentz Dort","SG","21","OKC","41","41","1203","7.0","18.3",".386","3.2","9.7",".327","3.9","8.5",".453","3.2","4.2",".764","1.1","4.5","5.6","2.5","1.4","0.6","2.3","3.9","20.5",NA,"98","115"
"127","Damyean Dotson","SG","26","CLE","35","6","658","6.5","16.6",".394","2.4","8.6",".278","4.1","7.9",".519","1.6","2.4",".688","0.4","4.9","5.2","5.5","1.0","0.3","2.1","2.3","17.1",NA,"100","116"
"128","Devon Dotson","PG","21","CHI","3","0","15","6.4","12.8",".500","0.0","0.0","","6.4","12.8",".500","0.0","0.0","","3.2","3.2","6.4","0.0","3.2","0.0","0.0","3.2","12.8",NA,"113","111"
"129","Sekou Doumbouya","PF","20","DET","43","2","549","5.5","15.8",".347","1.8","7.1",".253","3.7","8.7",".423","2.2","3.0",".758","1.8","6.4","8.2","2.2","1.3","0.2","2.5","5.6","15.0",NA,"88","114"
"130","PJ Dozier","SG","24","DEN","37","0","750","6.2","15.1",".412","2.1","6.2",".340","4.1","8.9",".463","2.2","3.6",".618","1.9","7.5","9.3","4.0","1.5","1.1","2.0","4.4","16.8",NA,"106","112"
"131","Goran Dragić","PG","34","MIA","33","10","880","8.8","20.1",".439","3.0","8.6",".346","5.8","11.5",".507","3.9","4.7",".831","0.6","5.6","6.2","8.4","1.1","0.3","5.0","4.1","24.5",NA,"101","113"
"132","Andre Drummond","C","27","TOT","27","27","763","12.1","25.5",".473","0.0","0.5",".000","12.1","25.0",".483","5.3","8.8",".599","6.8","15.8","22.6","4.5","2.7","1.9","5.6","5.0","29.4",NA,"97","104"
"132","Andre Drummond","C","27","CLE","25","25","722","12.3","25.9",".474","0.0","0.5",".000","12.3","25.4",".484","5.3","8.8",".597","6.9","16.1","23.0","4.4","2.7","2.0","5.5","4.7","29.8",NA,"98","104"
"132","Andre Drummond","C","27","LAL","2","2","41","8.3","17.8",".467","0.0","0.0","","8.3","17.8",".467","5.9","9.5",".625","4.7","10.7","15.4","5.9","2.4","1.2","7.1","10.7","22.5",NA,"93","102"
"133","Jared Dudley","PF","35","LAL","11","0","76","1.3","4.5",".286","1.3","3.2",".400","0.0","1.3",".000","0.0","0.0","","2.6","9.6","12.1","3.2","0.6","0.6","1.3","4.5","3.8",NA,"107","107"
"134","Kevin Durant","PF","32","BRK","20","18","698","13.3","25.2",".530","3.5","8.0",".443","9.8","17.2",".570","9.1","10.4",".873","0.6","9.5","10.1","7.3","1.0","1.9","5.0","3.0","39.3",NA,"120","112"
"135","Anthony Edwards","SG","19","MIN","53","36","1656","10.0","25.0",".400","3.2","10.3",".315","6.7","14.7",".459","4.0","5.0",".790","1.3","5.3","6.6","4.0","1.6","0.7","3.3","2.6","27.2",NA,"98","117"
"136","Carsen Edwards","SG","22","BOS","21","1","193","9.7","20.8",".463","3.3","10.9",".302","6.4","9.9",".641","1.8","2.3",".778","0.5","4.3","4.8","2.5","1.3","0.3","0.8","5.3","24.4",NA,"116","116"
"137","CJ Elleby","SF","20","POR","19","0","146","5.7","15.4",".370","1.7","8.7",".192","4.0","6.7",".600","2.3","3.7",".636","2.7","4.7","7.4","1.3","2.0","1.0","1.0","6.7","15.4",NA,"101","117"
"138","Henry Ellenson","PF","24","TOR","2","0","38","6.3","17.8",".357","2.5","11.4",".222","3.8","6.3",".600","3.8","5.1",".750","3.8","11.4","15.2","6.3","0.0","0.0","0.0","8.9","19.0",NA,"121","114"
"139","Wayne Ellington","SG","33","DET","38","28","841","7.4","16.7",".441","5.6","13.4",".415","1.8","3.3",".544","1.5","1.9",".788","0.5","3.6","4.1","3.1","0.9","0.5","1.5","3.1","21.8",NA,"118","117"
"140","Joel Embiid","C","26","PHI","34","34","1103","13.6","26.3",".516","1.7","4.4",".382","11.9","21.9",".543","14.6","17.1",".851","3.3","13.1","16.4","4.6","1.6","2.1","4.8","3.7","43.4",NA,"122","103"
"141","James Ennis","SF","30","ORL","35","31","835","5.8","11.8",".490","2.2","5.0",".435","3.6","6.8",".530","3.3","4.1",".814","2.3","5.9","8.2","3.2","1.8","0.4","1.9","4.3","17.0",NA,"122","113"
"142","Drew Eubanks","C","23","SAS","32","0","411","6.5","12.6",".514","0.1","0.1","1.000","6.4","12.5",".509","4.2","6.0",".706","2.9","10.4","13.3","3.1","0.8","3.7","2.8","5.0","17.3",NA,"108","108"
"143","Dante Exum","SG","25","CLE","6","3","116","4.2","11.0",".385","0.8","4.7",".182","3.4","6.4",".533","0.4","0.8",".500","0.8","6.4","7.2","5.5","1.7","0.8","3.0","3.8","9.8",NA,"86","113"
"144","Tacko Fall","C","25","BOS","15","0","100","8.8","11.8",".750","0.0","0.0","","8.8","11.8",".750","2.0","6.4",".308","5.4","13.2","18.6","1.0","0.5","5.9","2.0","7.8","19.6",NA,"126","105"
"145","Derrick Favors","C","29","UTA","50","0","778","7.4","11.9",".626","0.0","0.1",".000","7.4","11.8",".630","3.3","4.4",".732","6.6","10.8","17.3","2.5","1.6","3.2","1.8","6.9","18.1",NA,"137","103"
"146","Cristiano Felício","C","28","CHI","10","0","45","3.2","4.3",".750","0.0","0.0","","3.2","4.3",".750","6.4","10.6",".600","6.4","7.5","13.8","5.3","2.1","0.0","3.2","3.2","12.8",NA,"134","112"
"147","Terrance Ferguson","SG","22","PHI","13","0","49","1.0","6.8",".143","0.0","4.9",".000","1.0","2.0",".500","0.0","0.0","","0.0","1.0","1.0","2.0","1.0","0.0","3.9","6.8","2.0",NA,"30","114"
"148","Bruno Fernando","C","22","ATL","26","0","178","3.3","7.7",".429","0.0","0.6",".000","3.3","7.2",".462","3.3","5.0",".667","3.6","14.1","17.7","2.5","0.6","0.8","5.0","5.5","10.0",NA,"86","112"
"149","Yogi Ferrell","PG","27","CLE","2","0","40","9.9","25.9",".381","3.7","11.1",".333","6.2","14.8",".417","0.0","2.5",".000","3.7","4.9","8.6","6.2","3.7","1.2","3.7","4.9","23.4",NA,"91","109"
"150","Dorian Finney-Smith","PF","27","DAL","40","40","1278","5.0","11.6",".433","2.8","7.6",".367","2.2","4.0",".558","0.9","1.2",".800","2.5","5.9","8.4","2.4","1.4","0.7","0.9","3.9","13.7",NA,"121","113"
"151","Malik Fitts","F","23","LAC","1","0","3","0.0","16.5",".000","0.0","16.5",".000","0.0","0.0","","0.0","0.0","","0.0","33.0","33.0","0.0","0.0","0.0","0.0","16.5","0.0",NA,"0","102"
"152","Malachi Flynn","PG","22","TOR","27","1","371","5.2","15.6",".333","1.9","7.7",".254","3.2","7.9",".410","1.2","1.6",".750","0.4","5.2","5.6","6.6","2.2","0.5","2.2","3.5","13.5",NA,"92","113"
"153","Bryn Forbes","SG","27","MIL","51","7","969","8.3","18.3",".452","5.3","11.8",".450","3.0","6.5",".455","1.4","1.8",".763","0.4","2.9","3.3","1.5","0.7","0.0","1.4","2.7","23.2",NA,"116","117"
"154","Trent Forrest","PG","22","UTA","14","0","74","4.6","9.9",".467","0.0","2.0",".000","4.6","7.9",".583","1.3","1.3","1.000","0.0","4.6","4.6","11.2","2.6","0.7","3.3","3.3","10.5",NA,"111","108"
"155","Evan Fournier","SF-SG","28","TOT","30","26","902","10.1","22.0",".457","4.5","11.4",".398","5.5","10.6",".520","5.5","6.9",".795","0.3","4.2","4.4","5.5","1.7","0.6","3.1","3.5","30.1",NA,"114","114"
"155","Evan Fournier","SF","28","ORL","26","26","787","10.5","22.8",".461","4.5","11.6",".388","6.0","11.2",".536","6.1","7.6",".797","0.3","4.3","4.6","5.9","1.7","0.6","3.3","3.4","31.6",NA,"114","114"
"155","Evan Fournier","SG","28","BOS","4","0","115","6.8","16.2",".421","4.7","9.8",".478","2.1","6.4",".333","1.3","1.7",".750","0.0","3.0","3.0","3.0","2.1","1.3","1.7","4.3","19.6",NA,"112","113"
"156","De'Aaron Fox","PG","23","SAC","51","51","1775","12.3","25.8",".476","2.4","7.6",".320","9.8","18.2",".542","6.9","9.7",".713","0.8","3.9","4.7","9.8","1.9","0.7","4.2","4.1","33.9",NA,"113","119"
"157","Tim Frazier","PG","30","MEM","3","0","33","2.9","11.6",".250","0.0","2.9",".000","2.9","8.7",".333","0.0","0.0","","0.0","5.8","5.8","10.1","1.4","0.0","4.3","5.8","5.8",NA,"68","113"
"158","Markelle Fultz","PG","22","ORL","8","8","215","9.3","23.6",".394","0.9","3.6",".250","8.4","19.9",".420","3.9","4.3",".895","1.1","4.5","5.7","9.7","1.8","0.5","4.1","4.1","23.3",NA,"96","114"
"159","Wenyen Gabriel","PF","23","NOP","9","0","42","2.3","12.7",".182","1.2","5.8",".200","1.2","6.9",".167","2.3","4.6",".500","8.1","8.1","16.2","5.8","1.2","0.0","8.1","2.3","8.1",NA,"70","117"
"160","Daniel Gafford","PF-C","22","TOT","33","11","411","8.1","11.6",".700","0.0","0.0","","8.1","11.6",".700","3.6","5.4",".674","5.7","7.6","13.3","2.0","1.4","4.5","2.9","6.5","19.9",NA,"128","107"
"160","Daniel Gafford","PF","22","CHI","31","11","383","7.5","10.9",".690","0.0","0.0","","7.5","10.9",".690","3.4","5.1",".659","5.5","7.4","12.9","2.1","1.4","4.3","2.8","6.8","18.4",NA,"128","107"
"160","Daniel Gafford","C","22","WAS","2","0","28","16.5","21.4",".769","0.0","0.0","","16.5","21.4",".769","6.6","8.2",".800","8.2","9.9","18.1","0.0","1.6","8.2","4.9","3.3","39.6",NA,"130","102"
"161","Danilo Gallinari","PF","32","ATL","39","4","935","8.3","19.4",".425","4.4","10.7",".407","3.9","8.7",".448","6.6","7.1",".933","0.6","7.7","8.3","2.9","1.2","0.4","2.0","4.2","27.5",NA,"121","115"
"162","Langston Galloway","SG","29","PHO","34","0","377","7.5","15.9",".471","4.2","9.3",".451","3.3","6.6",".500","2.2","2.2","1.000","0.7","3.9","4.6","3.1","0.8","0.0","1.4","3.0","21.4",NA,"122","114"
"163","Darius Garland","PG","21","CLE","42","39","1396","9.6","21.5",".449","2.7","6.8",".401","6.9","14.7",".471","3.0","3.5",".848","0.7","2.8","3.5","8.6","1.7","0.1","4.5","3.3","25.0",NA,"103","116"
"164","Marc Gasol","C","36","LAL","42","41","833","4.2","9.8",".426","2.2","6.1",".365","2.0","3.8",".523","1.9","2.6",".750","1.8","8.3","10.1","5.2","1.3","3.1","2.9","5.7","12.5",NA,"108","103"
"165","Rudy Gay","PF","34","SAS","43","0","938","9.1","22.1",".411","3.8","9.6",".392","5.3","12.5",".426","2.9","3.7",".789","1.8","9.4","11.2","3.4","1.7","1.2","2.3","4.3","24.9",NA,"103","110"
"166","Paul George","SF","30","LAC","40","40","1336","11.9","24.9",".477","4.9","11.1",".441","7.0","13.9",".505","5.1","5.7",".890","1.3","8.0","9.3","7.9","1.7","0.7","4.6","3.5","33.8",NA,"116","111"
"167","Taj Gibson","PF","35","NYK","26","1","530","4.6","7.9",".583","0.3","1.3",".214","4.3","6.6",".657","2.4","3.7",".667","4.6","7.8","12.4","1.7","1.9","2.2","1.7","5.4","12.0",NA,"126","106"
"168","Harry Giles","C","22","POR","28","0","302","5.0","12.0",".419","1.0","2.3",".429","4.0","9.7",".417","2.3","3.2",".700","4.7","14.4","19.1","3.7","1.0","1.6","2.9","7.9","13.3",NA,"106","113"
"169","Shai Gilgeous-Alexander","SG","22","OKC","35","35","1180","11.6","22.9",".508","2.9","6.9",".418","8.8","16.0",".547","7.5","9.3",".808","0.8","6.0","6.7","8.4","1.1","0.9","4.3","2.8","33.7",NA,"117","114"
"170","Anthony Gill","PF","28","WAS","16","1","88","2.6","9.4",".278","0.5","5.8",".091","2.1","3.7",".571","1.6","2.1",".750","4.2","9.4","13.6","2.1","2.1","1.0","2.1","5.2","7.3",NA,"86","110"
"171","Rudy Gobert","C","28","UTA","52","52","1606","8.7","13.2",".662","0.0","0.1",".000","8.7","13.1",".667","5.7","9.1",".623","5.4","15.8","21.2","2.1","0.8","4.5","2.5","3.7","23.1",NA,"131","101"
"172","Brandon Goodwin","PG","25","ATL","34","1","368","6.6","18.6",".353","2.8","8.8",".318","3.7","9.8",".384","2.3","3.2",".708","0.8","4.1","5.0","7.5","1.6","0.0","2.5","3.7","18.2",NA,"100","116"
"173","Aaron Gordon","PF","25","TOT","32","32","933","8.6","18.6",".462","2.5","6.8",".362","6.1","11.8",".520","3.9","6.2",".630","2.3","7.8","10.1","6.4","1.2","1.4","3.9","3.1","23.6",NA,"106","113"
"173","Aaron Gordon","PF","25","ORL","25","25","736","8.5","19.4",".437","2.8","7.4",".375","5.7","12.0",".475","4.4","7.0",".629","2.6","8.4","11.0","7.0","1.1","1.3","4.4","3.2","24.1",NA,"103","113"
"173","Aaron Gordon","PF","25","DEN","7","7","197","9.1","15.6",".581","1.3","4.5",".278","7.8","11.1",".705","2.3","3.5",".643","1.3","5.3","6.5","4.5","1.8","1.5","2.0","2.8","21.7",NA,"123","112"
"174","Eric Gordon","SG","32","HOU","27","13","789","9.6","22.1",".433","4.2","12.7",".329","5.4","9.5",".573","5.7","6.9",".825","0.5","3.0","3.5","4.3","0.8","0.8","3.1","2.7","29.0",NA,"108","117"
"175","Devonte' Graham","PG","25","CHO","41","35","1213","7.2","19.0",".377","4.9","13.1",".378","2.2","5.9",".376","3.6","4.3",".833","0.7","3.8","4.5","8.3","1.7","0.1","2.4","2.2","22.9",NA,"115","115"
"176","Jerami Grant","SF","26","DET","48","48","1651","10.6","24.8",".429","3.2","9.0",".359","7.4","15.8",".469","7.7","9.0",".854","1.0","5.9","6.9","4.1","1.0","1.6","2.9","3.3","32.2",NA,"110","114"
"177","Danny Green","SF","33","PHI","52","52","1474","5.7","13.5",".422","4.4","10.6",".415","1.3","2.8",".448","0.7","0.9",".724","1.3","4.9","6.3","2.8","2.2","1.5","1.8","3.1","16.5",NA,"113","107"
"178","Draymond Green","PF","30","GSW","44","44","1336","3.8","9.2",".408","0.8","3.2",".256","2.9","6.0",".488","1.6","2.1",".763","1.4","8.5","9.9","13.0","2.3","1.2","4.4","4.9","9.9",NA,"105","108"
"179","JaMychal Green","PF","30","DEN","39","4","727","8.1","17.5",".463","3.8","9.3",".404","4.4","8.3",".529","2.3","2.8",".829","4.0","9.8","13.8","2.2","1.4","1.0","2.5","6.7","22.3",NA,"116","111"
"180","Javonte Green","SG-PG","27","TOT","28","2","369","5.3","10.2",".519","0.9","3.1",".304","4.4","7.2",".611","2.7","4.0",".667","2.9","4.8","7.7","1.6","2.7","0.5","2.1","4.6","14.2",NA,"114","112"
"180","Javonte Green","SG","27","BOS","25","2","345","5.5","10.1",".549","1.0","3.1",".318","4.5","7.0",".653","2.8","4.3",".667","2.8","4.5","7.4","1.6","2.6","0.3","1.8","4.5","14.9",NA,"120","113"
"180","Javonte Green","PG","27","CHI","3","0","24","2.0","12.0",".167","0.0","2.0",".000","2.0","10.0",".200","0.0","0.0","","4.0","8.0","12.0","2.0","4.0","4.0","6.0","6.0","4.0",NA,"45","102"
"181","Jeff Green","C","34","BRK","48","25","1285","6.5","13.3",".493","2.7","6.3",".420","3.9","6.9",".560","2.9","3.9",".738","0.9","5.9","6.8","2.6","1.1","0.6","1.4","3.2","18.6",NA,"121","116"
"182","Josh Green","SG","20","DAL","27","5","280","4.4","10.2",".431","0.4","3.0",".118","4.1","7.2",".561","1.6","2.6",".600","3.0","6.0","9.0","2.5","1.2","0.5","2.5","3.3","10.7",NA,"97","114"
"183","Blake Griffin","PF","31","TOT","27","21","756","6.7","16.9",".400","3.0","9.1",".333","3.7","7.7",".479","3.4","4.9",".707","0.7","8.1","8.8","6.0","1.2","0.3","2.5","3.7","20.0",NA,"106","114"
"183","Blake Griffin","PF","31","DET","20","20","626","6.4","17.4",".365","3.1","9.7",".315","3.3","7.7",".429","3.5","4.9",".710","0.5","7.6","8.2","6.0","1.1","0.2","2.5","3.3","19.2",NA,"101","114"
"183","Blake Griffin","PF","31","BRK","7","1","130","8.5","14.1",".605","3.0","6.3",".471","5.6","7.8",".714","3.3","4.8",".692","1.5","10.4","11.9","5.6","1.9","1.1","2.6","5.6","23.4",NA,"133","111"
"184","Kyle Guy","PG","23","SAC","21","0","148","6.8","18.2",".375","3.2","10.1",".323","3.6","8.1",".440","3.2","3.9",".833","1.0","6.2","7.1","6.2","1.3","0.0","1.3","4.5","20.1",NA,"112","120"
"185","Rui Hachimura","PF","22","WAS","42","42","1337","7.9","16.6",".479","1.2","3.8",".330","6.7","12.8",".523","3.6","4.7",".770","1.3","7.2","8.5","2.3","1.1","0.1","1.9","3.1","20.7",NA,"108","115"
"186","Ashton Hagans","PG","21","MIN","2","0","4","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","11.8","0.0","0.0",NA,"0","124"
"187","Tyrese Haliburton","PG","20","SAC","46","14","1393","8.0","16.7",".480","3.3","8.1",".413","4.7","8.5",".544","1.2","1.4",".857","1.2","3.9","5.1","8.1","2.0","0.9","2.4","2.3","20.6",NA,"120","119"
